Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-careplans-json,1,1,0
Cross.list-simple-name-careplans-xml,1,1,0
Cross.list-simple-name-careteams,1,0,0
Cross.list-simple-name-careteams-json,1,0,0
Cross.list-simple-name-careteams-xml,1,1,0
Cross.list-simple-name-chargeitemdefinitions,1,0,0
Cross.list-simple-name-chargeitemdefinitions-json,1,1,0
Cross.list-simple-name-chargeitemdefinitions-xml,1,1,0
Cross.list-simple-name-chargeitems,1,0,0
Cross.list-simple-name-chargeitems-json,1,0,0
Cross.list-simple-name-chargeitems-xml,1,1,0
Cross.list-simple-name-citations,1,0,0
Cross.list-simple-name-citations-json,1,0,0
Cross.list-simple-name-citations-xml,1,0,0
Cross.list-simple-name-claimresponses,1,0,0
Cross.list-simple-name-claimresponses-json,1,1,0
Cross.list-simple-name-claimresponses-xml,1,1,0
Cross.list-simple-name-claims,1,0,0
Cross.list-simple-name-claims-json,1,0,0
Cross.list-simple-name-claims-xml,1,1,0
Cross.list-simple-name-clinicalimpressions,1,1,0
Cross.list-simple-name-clinicalimpressions-json,1,2,0
Cross.list-simple-name-clinicalimpressions-xml,1,2,0
Cross.list-simple-name-clinicalusedefinitions,1,1,0
Cross.list-simple-name-clinicalusedefinitions-json,1,1,0
Cross.list-simple-name-clinicalusedefinitions-xml,1,1,0
Cross.list-simple-name-codesystems,1,0,189
Cross.list-simple-name-codesystems-json,1,0,199
Cross.list-simple-name-codesystems-xml,1,0,197
Cross.list-simple-name-communicationrequests,1,0,0
Cross.list-simple-name-communicationrequests-json,1,1,0
Cross.list-simple-name-communicationrequests-xml,1,1,0
Cross.list-simple-name-communications,1,0,0
Cross.list-simple-name-communications-json,1,0,0
Cross.list-simple-name-communications-xml,1,0,0
Cross.list-simple-name-compartmentdefinitions,1,0,0
Cross.list-simple-name-compartmentdefinitions-json,1,0,0
Cross.list-simple-name-compartmentdefinitions-xml,1,1,0
Cross.list-simple-name-compositions,1,0,0
Cross.list-simple-name-compositions-json,1,0,0
Cross.list-simple-name-compositions-xml,1,1,0
Cross.list-simple-name-conceptmaps,1,0,0
Cross.list-simple-name-conceptmaps-json,1,1,0
Cross.list-simple-name-conceptmaps-xml,1,1,0
Cross.list-simple-name-conditiondefinitions,1,0,0
Cross.list-simple-name-conditiondefinitions-json,1,1,0
Cross.list-simple-name-conditiondefinitions-xml,1,1,0
Cross.list-simple-name-conditions,1,0,0
Cross.list-simple-name-conditions-json,1,0,0
Cross.list-simple-name-conditions-xml,1,0,0
Cross.list-simple-name-consents,1,0,0
Cross.list-simple-name-consents-json,1,1,0
Cross.list-simple-name-consents-xml,1,1,0
Cross.list-simple-name-contracts,1,0,0
Cross.list-simple-name-contracts-json,1,0,0
Cross.list-simple-name-contracts-xml,1,0,0
Cross.list-simple-name-coverageeligibilityrequests,1,1,0
Cross.list-simple-name-coverageeligibilityrequests-json,1,1,0
Cross.list-simple-name-coverageeligibilityrequests-xml,1,1,0
Cross.list-simple-name-coverageeligibilityresponses,1,0,0
Cross.list-simple-name-coverageeligibilityresponses-json,1,1,0
Cross.list-simple-name-coverageeligibilityresponses-xml,1,1,0
Cross.list-simple-name-coverages,1,0,0
Cross.list-simple-name-coverages-json,1,0,0
Cross.list-simple-name-coverages-xml,1,1,0
Cross.list-simple-name-detectedissues,1,0,0
Cross.list-simple-name-detectedissues-json,1,0,0
Cross.list-simple-name-detectedissues-xml,1,0,0
Cross.list-simple-name-deviceassociations,1,0,0
Cross.list-simple-name-deviceassociations-json,1,0,0
Cross.list-simple-name-deviceassociations-xml,1,1,0
Cross.list-simple-name-devicedefinitions,1,0,0
Cross.list-simple-name-devicedefinitions-json,1,0,0
Cross.list-simple-name-devicedefinitions-xml,1,0,0
Cross.list-simple-name-devicedispenses,1,0,0
Cross.list-simple-name-devicedispenses-json,1,0,0
Cross.list-simple-name-devicedispenses-xml,1,1,0
Cross.list-simple-name-devicemetrics,1,0,0
Cross.list-simple-name-devicemetrics-json,1,0,0
Cross.list-simple-name-devicemetrics-xml,1,1,0
Cross.list-simple-name-devicerequests,1,0,0
Cross.list-simple-name-devicerequests-json,1,0,0
Cross.list-simple-name-devicerequests-xml,1,1,0
Cross.list-simple-name-devices,1,0,0
Cross.list-simple-name-devices-json,1,1,0
Cross.list-simple-name-devices-xml,1,1,0
Cross.list-simple-name-deviceusages,1,0,0
Cross.list-simple-name-deviceusages-json,1,0,0
Cross.list-simple-name-deviceusages-xml,1,0,0
Cross.list-simple-name-diagnosticreports,1,0,0
Cross.list-simple-name-diagnosticreports-json,1,0,0
Cross.list-simple-name-diagnosticreports-xml,1,1,0
Cross.list-simple-name-documentreferences,1,0,0
Cross.list-simple-name-documentreferences-json,1,0,0
Cross.list-simple-name-documentreferences-xml,1,1,0
Cross.list-simple-name-domainresources,1,0,0
Cross.list-simple-name-domainresources-json,1,1,0
Cross.list-simple-name-domainresources-xml,1,1,0
Cross.list-simple-name-encounterhistories,1,0,0
Cross.list-simple-name-encounterhistories-json,1,0,0
Cross.list-simple-name-encounterhistories-xml,1,1,0
Cross.list-simple-name-encounters,1,1,0
Cross.list-simple-name-encounters-json,1,1,0
Cross.list-simple-name-encounters-xml,1,1,0
Cross.list-simple-name-endpoints,1,0,0
Cross.list-simple-name-endpoints-json,1,1,0
Cross.list-simple-name-endpoints-xml,1,1,0
Cross.list-simple-name-enrollmentrequests,1,1,0
Cross.list-simple-name-enrollmentrequests-json,1,1,0
Cross.list-simple-name-enrollmentrequests-xml,1,1,0
Cross.list-simple-name-enrollmentresponses,1,1,0
Cross.list-simple-name-enrollmentresponses-json,1,1,0
Cross.list-simple-name-enrollmentresponses-xml,1,1,0
Cross.list-simple-name-episodeofcares,1,0,0
Cross.list-simple-name-episodeofcares-json,1,1,0
Cross.list-simple-name-episodeofcares-xml,1,1,0
Cross.list-simple-name-eventdefinitions,1,0,0
Cross.list-simple-name-eventdefinitions-json,1,0,0
Cross.list-simple-name-eventdefinitions-xml,1,0,0
Cross.list-simple-name-evidencereports,1,0,0
Cross.list-simple-name-evidencereports-json,1,1,0
Cross.list-simple-name-evidencereports-xml,1,1,0
Cross.list-simple-name-evidences,1,0,0
Cross.list-simple-name-evidences-json,1,0,0
Cross.list-simple-name-evidences-xml,1,0,0
Cross.list-simple-name-evidencevariables,1,0,0
Cross.list-simple-name-evidencevariables-json,1,1,0
Cross.list-simple-name-evidencevariables-xml,1,1,0
Cross.list-simple-name-examplescenarios,1,0,0
Cross.list-simple-name-examplescenarios-json,1,1,0
Cross.list-simple-name-examplescenarios-xml,1,1,0
Cross.list-simple-name-explanationofbenefits,1,1,0
Cross.list-simple-name-explanationofbenefits-json,1,1,0
Cross.list-simple-name-explanationofbenefits-xml,1,1,0
Cross.list-simple-name-familymemberhistories,1,1,0
Cross.list-simple-name-familymemberhistories-json,1,1,0
Cross.list-simple-name-familymemberhistories-xml,1,1,0
Cross.list-simple-name-flags,1,0,0
Cross.list-simple-name-flags-json,1,0,0
Cross.list-simple-name-flags-xml,1,1,0
Cross.list-simple-name-formularyitems,1,0,0
Cross.list-simple-name-formularyitems-json,1,1,0
Cross.list-simple-name-formularyitems-xml,1,1,0
Cross.list-simple-name-genomicstudies,1,0,0
Cross.list-simple-name-genomicstudies-json,1,0,0
Cross.list-simple-name-genomicstudies-xml,1,0,0
Cross.list-simple-name-goals,1,0,0
Cross.list-simple-name-goals-json,1,0,0
Cross.list-simple-name-goals-xml,1,0,0
Cross.list-simple-name-graphdefinitions,1,0,0
Cross.list-simple-name-graphdefinitions-json,1,1,0
Cross.list-simple-name-graphdefinitions-xml,1,1,0
Cross.list-simple-name-groups,1,0,0
Cross.list-simple-name-groups-json,1,0,0
Cross.list-simple-name-groups-xml,1,0,0
Cross.list-simple-name-guidanceresponses,1,1,0
Cross.list-simple-name-guidanceresponses-json,1,1,0
Cross.list-simple-name-guidanceresponses-xml,1,1,0
Cross.list-simple-name-healthcareservices,1,0,0
Cross.list-simple-name-healthcareservices-json,1,0,0
Cross.list-simple-name-healthcareservices-xml,1,1,0
Cross.list-simple-name-imagingselections,1,0,0
Cross.list-simple-name-imagingselections-json,1,0,0
Cross.list-simple-name-imagingselections-xml,1,0,0
Cross.list-simple-name-imagingstudies,1,0,0
Cross.list-simple-name-imagingstudies-json,1,0,0
Cross.list-simple-name-imagingstudies-xml,1,1,0
Cross.list-simple-name-immunizationevaluations,1,0,0
Cross.list-simple-name-immunizationevaluations-json,1,0,0
Cross.list-simple-name-immunizationevaluations-xml,1,1,0
Cross.list-simple-name-immunizationrecommendations,1,1,0
Cross.list-simple-name-immunizationrecommendations-json,1,1,0
Cross.list-simple-name-immunizationrecommendations-xml,1,1,0
Cross.list-simple-name-immunizations,1,0,0
Cross.list-simple-name-immunizations-json,1,0,0
Cross.list-simple-name-immunizations-xml,1,0,0
Cross.list-simple-name-implementationguides,1,0,67
Cross.list-simple-name-implementationguides-json,1,1,72
Cross.list-simple-name-implementationguides-xml,1,1,71
Cross.list-simple-name-ingredients,1,0,0
Cross.list-simple-name-ingredients-json,1,1,0
Cross.list-simple-name-ingredients-xml,1,1,0
Cross.list-simple-name-insuranceplans,1,0,0
Cross.list-simple-name-insuranceplans-json,1,0,0
Cross.list-simple-name-insuranceplans-xml,1,0,0
Cross.list-simple-name-inventoryitems,1,0,0
Cross.list-simple-name-inventoryitems-json,1,0,0
Cross.list-simple-name-inventoryitems-xml,1,0,0
Cross.list-simple-name-inventoryreports,1,0,0
Cross.list-simple-name-inventoryreports-json,1,1,0
Cross.list-simple-name-inventoryreports-xml,1,1,0
Cross.list-simple-name-invoices,1,0,0
Cross.list-simple-name-invoices-json,1,0,0
Cross.list-simple-name-invoices-xml,1,1,0
Cross.list-simple-name-libraries,1,0,0
Cross.list-simple-name-libraries-json,1,1,0
Cross.list-simple-name-libraries-xml,1,1,0
Cross.list-simple-name-linkages,1,0,0
Cross.list-simple-name-linkages-json,1,0,0
Cross.list-simple-name-linkages-xml,1,1,0
Cross.list-simple-name-lists,1,0,0
Cross.list-simple-name-lists-json,1,0,0
Cross.list-simple-name-lists-xml,1,0,0
Cross.list-simple-name-locations,1,0,0
Cross.list-simple-name-locations-json,1,0,0
Cross.list-simple-name-locations-xml,1,0,0
Cross.list-simple-name-manufactureditemdefinitions,1,0,0
Cross.list-simple-name-manufactureditemdefinitions-json,1,1,0
Cross.list-simple-name-manufactureditemdefinitions-xml,1,1,0
Cross.list-simple-name-measurereports,1,0,0
Cross.list-simple-name-measurereports-json,1,0,0
Cross.list-simple-name-measurereports-xml,1,0,0
Cross.list-simple-name-measures,1,0,0
Cross.list-simple-name-measures-json,1,1,0
Cross.list-simple-name-measures-xml,1,1,0
Cross.list-simple-name-medicationadministrations,1,0,0
Cross.list-simple-name-medicationadministrations-json,1,1,0
Cross.list-simple-name-medicationadministrations-xml,1,1,0
Cross.list-simple-name-medicationdispenses,1,0,0
Cross.list-simple-name-medicationdispenses-json,1,0,0
Cross.list-simple-name-medicationdispenses-xml,1,1,0
Cross.list-simple-name-medicationknowledges,1,0,0
Cross.list-simple-name-medicationknowledges-json,1,1,0
Cross.list-simple-name-medicationknowledges-xml,1,1,0
Cross.list-simple-name-medicationrequests,1,0,0
Cross.list-simple-name-medicationrequests-json,1,0,0
Cross.list-simple-name-medicationrequests-xml,1,1,0
Cross.list-simple-name-medications,1,1,0
Cross.list-simple-name-medications-json,1,1,0
Cross.list-simple-name-medications-xml,1,1,0
Cross.list-simple-name-medicationstatements,1,0,0
Cross.list-simple-name-medicationstatements-json,1,0,0
Cross.list-simple-name-medicationstatements-xml,1,1,0
Cross.list-simple-name-medicinalproductdefinitions,1,0,0
Cross.list-simple-name-medicinalproductdefinitions-json,1,0,0
Cross.list-simple-name-medicinalproductdefinitions-xml,1,1,0
Cross.list-simple-name-messagedefinitions,1,0,0
Cross.list-simple-name-messagedefinitions-json,1,1,0
Cross.list-simple-name-messagedefinitions-xml,1,1,0
Cross.list-simple-name-messageheaders,1,1,0
Cross.list-simple-name-messageheaders-json,1,1,0
Cross.list-simple-name-messageheaders-xml,1,1,0
Cross.list-simple-name-metadataresources,1,0,0
Cross.list-simple-name-metadataresources-json,1,0,0
Cross.list-simple-name-metadataresources-xml,1,1,0
Cross.list-simple-name-molecularsequences,1,0,0
Cross.list-simple-name-molecularsequences-json,1,0,0
Cross.list-simple-name-molecularsequences-xml,1,0,0
Cross.list-simple-name-namingsystems,1,0,0
Cross.list-simple-name-namingsystems-json,1,0,0
Cross.list-simple-name-namingsystems-xml,1,1,0
Cross.list-simple-name-nutritionintakes,1,0,0
Cross.list-simple-name-nutritionintakes-json,1,0,0
Cross.list-simple-name-nutritionintakes-xml,1,1,0
Cross.list-simple-name-nutritionorders,1,0,0
Cross.list-simple-name-nutritionorders-json,1,0,0
Cross.list-simple-name-nutritionorders-xml,1,0,0
Cross.list-simple-name-nutritionproducts,1,0,0
Cross.list-simple-name-nutritionproducts-json,1,1,0
Cross.list-simple-name-nutritionproducts-xml,1,1,0
Cross.list-simple-name-observationdefinitions,1,0,0
Cross.list-simple-name-observationdefinitions-json,1,0,0
Cross.list-simple-name-observationdefinitions-xml,1,0,0
Cross.list-simple-name-observations,1,0,0
Cross.list-simple-name-observations-json,1,0,0
Cross.list-simple-name-observations-xml,1,1,0
Cross.list-simple-name-operationdefinitions,1,0,0
Cross.list-simple-name-operationdefinitions-json,1,0,0
Cross.list-simple-name-operationdefinitions-xml,1,1,0
Cross.list-simple-name-operationoutcomes,1,0,0
Cross.list-simple-name-operationoutcomes-json,1,0,0
Cross.list-simple-name-operationoutcomes-xml,1,0,0
Cross.list-simple-name-organizationaffiliations,1,5,0
Cross.list-simple-name-organizationaffiliations-json,1,6,0
Cross.list-simple-name-organizationaffiliations-xml,1,6,0
Cross.list-simple-name-organizations,1,0,0
Cross.list-simple-name-organizations-json,1,0,0
Cross.list-simple-name-organizations-xml,1,1,0
Cross.list-simple-name-packagedproductdefinitions,1,1,0
Cross.list-simple-name-packagedproductdefinitions-json,1,1,0
Cross.list-simple-name-packagedproductdefinitions-xml,1,1,0
Cross.list-simple-name-parameters,1,0,0
Cross.list-simple-name-parameters-json,1,0,0
Cross.list-simple-name-parameters-xml,1,0,0
Cross.list-simple-name-patients,1,0,0
Cross.list-simple-name-patients-json,1,0,0
Cross.list-simple-name-patients-xml,1,0,0
Cross.list-simple-name-paymentnotices,1,0,0
Cross.list-simple-name-paymentnotices-json,1,0,0
Cross.list-simple-name-paymentnotices-xml,1,0,0
Cross.list-simple-name-paymentreconciliations,1,0,0
Cross.list-simple-name-paymentreconciliations-json,1,0,0
Cross.list-simple-name-paymentreconciliations-xml,1,0,0
Cross.list-simple-name-people,1,0,0
Cross.list-simple-name-people-json,1,1,0
Cross.list-simple-name-people-xml,1,1,0
Cross.list-simple-name-permissions,1,1,0
Cross.list-simple-name-permissions-json,1,1,0
Cross.list-simple-name-permissions-xml,1,1,0
Cross.list-simple-name-plandefinitions,1,1,0
Cross.list-simple-name-plandefinitions-json,1,1,0
Cross.list-simple-name-plandefinitions-xml,1,1,0
Cross.list-simple-name-practitionerroles,1,0,0
Cross.list-simple-name-practitionerroles-json,1,0,0
Cross.list-simple-name-practitionerroles-xml,1,0,0
Cross.list-simple-name-practitioners,1,1,0
Cross.list-simple-name-practitioners-json,1,1,0
Cross.list-simple-name-practitioners-xml,1,1,0
Cross.list-simple-name-procedures,1,1,0
Cross.list-simple-name-procedures-json,1,1,0
Cross.list-simple-name-procedures-xml,1,1,0
Cross.list-simple-name-provenances,1,0,0
Cross.list-simple-name-provenances-json,1,0,0
Cross.list-simple-name-provenances-xml,1,1,0
Cross.list-simple-name-questionnaireresponses,1,0,0
Cross.list-simple-name-questionnaireresponses-json,1,0,0
Cross.list-simple-name-questionnaireresponses-xml,1,0,0
Cross.list-simple-name-questionnaires,1,0,0
Cross.list-simple-name-questionnaires-json,1,0,0
Cross.list-simple-name-questionnaires-xml,1,0,0
Cross.list-simple-name-regulatedauthorizations,1,0,0
Cross.list-simple-name-regulatedauthorizations-json,1,1,0
Cross.list-simple-name-regulatedauthorizations-xml,1,1,0
Cross.list-simple-name-relatedpeople,1,1,0
Cross.list-simple-name-relatedpeople-json,1,1,0
Cross.list-simple-name-relatedpeople-xml,1,1,0
Cross.list-simple-name-requestorchestrations,1,0,0
Cross.list-simple-name-requestorchestrations-json,1,1,0
Cross.list-simple-name-requestorchestrations-xml,1,1,0
Cross.list-simple-name-requirements,1,0,0
Cross.list-simple-name-requirements-json,1,0,0
Cross.list-simple-name-requirements-xml,1,1,0
Cross.list-simple-name-researchstudies,1,0,0
Cross.list-simple-name-researchstudies-json,1,0,0
Cross.list-simple-name-researchstudies-xml,1,1,0
Cross.list-simple-name-researchsubjects,1,0,0
Cross.list-simple-name-researchsubjects-json,1,0,0
Cross.list-simple-name-researchsubjects-xml,1,0,0
Cross.list-simple-name-resources,1,0,0
Cross.list-simple-name-resources-json,1,0,0
Cross.list-simple-name-resources-xml,1,0,0
Cross.list-simple-name-riskassessments,1,0,0
Cross.list-simple-name-riskassessments-json,1,1,0
Cross.list-simple-name-riskassessments-xml,1,1,0
Cross.list-simple-name-schedules,1,0,0
Cross.list-simple-name-schedules-json,1,0,0
Cross.list-simple-name-schedules-xml,1,1,0
Cross.list-simple-name-searchparameters,1,0,0
Cross.list-simple-name-searchparameters-json,1,0,0
Cross.list-simple-name-searchparameters-xml,1,1,0
Cross.list-simple-name-servicerequests,1,0,0
Cross.list-simple-name-servicerequests-json,1,1,0
Cross.list-simple-name-servicerequests-xml,1,1,0
Cross.list-simple-name-slots,1,0,0
Cross.list-simple-name-slots-json,1,0,0
Cross.list-simple-name-slots-xml,1,0,0
Cross.list-simple-name-specimen,1,0,0
Cross.list-simple-name-specimen-json,1,1,0
Cross.list-simple-name-specimen-xml,1,1,0
Cross.list-simple-name-specimendefinitions,1,0,0
Cross.list-simple-name-specimendefinitions-json,1,0,0
Cross.list-simple-name-specimendefinitions-xml,1,1,0
Cross.list-simple-name-structuredefinitions,1,7,13492
Cross.list-simple-name-structuredefinitions-json,1,11,14237
Cross.list-simple-name-structuredefinitions-xml,1,13,14088
Cross.list-simple-name-structuremaps,1,0,0
Cross.list-simple-name-structuremaps-json,1,0,0
Cross.list-simple-name-structuremaps-xml,1,1,0
Cross.list-simple-name-subscriptions,1,0,0
Cross.list-simple-name-subscriptions-json,1,0,0
Cross.list-simple-name-subscriptions-xml,1,0,0
Cross.list-simple-name-subscriptionstatuses,1,0,0
Cross.list-simple-name-subscriptionstatuses-json,1,1,0
Cross.list-simple-name-subscriptionstatuses-xml,1,1,0
Cross.list-simple-name-subscriptiontopics,1,0,0
Cross.list-simple-name-subscriptiontopics-json,1,0,0
Cross.list-simple-name-subscriptiontopics-xml,1,1,0
Cross.list-simple-name-substancedefinitions,1,1,0
Cross.list-simple-name-substancedefinitions-json,1,1,0
Cross.list-simple-name-substancedefinitions-xml,1,1,0
Cross.list-simple-name-substancenucleicacids,1,0,0
Cross.list-simple-name-substancenucleicacids-json,1,0,0
Cross.list-simple-name-substancenucleicacids-xml,1,0,0
Cross.list-simple-name-substancepolymers,1,0,0
Cross.list-simple-name-substancepolymers-json,1,1,0
Cross.list-simple-name-substancepolymers-xml,1,1,0
Cross.list-simple-name-substanceproteins,1,0,0
Cross.list-simple-name-substanceproteins-json,1,0,0
Cross.list-simple-name-substanceproteins-xml,1,0,0
Cross.list-simple-name-substancereferenceinformations,1,0,0
Cross.list-simple-name-substancereferenceinformations-json,1,1,0
Cross.list-simple-name-substancereferenceinformations-xml,1,1,0
Cross.list-simple-name-substances,1,0,0
Cross.list-simple-name-substances-json,1,0,0
Cross.list-simple-name-substances-xml,1,0,0
Cross.list-simple-name-substancesourcematerials,1,0,0
Cross.list-simple-name-substancesourcematerials-json,1,0,0
Cross.list-simple-name-substancesourcematerials-xml,1,0,0
Cross.list-simple-name-supplydeliveries,1,1,0
Cross.list-simple-name-supplydeliveries-json,1,1,0
Cross.list-simple-name-supplydeliveries-xml,1,1,0
Cross.list-simple-name-supplyrequests,1,0,0
Cross.list-simple-name-supplyrequests-json,1,0,0
Cross.list-simple-name-supplyrequests-xml,1,0,0
Cross.list-simple-name-tasks,1,0,0
Cross.list-simple-name-tasks-json,1,0,0
Cross.list-simple-name-tasks-xml,1,0,0
Cross.list-simple-name-terminologycapabilities,1,1,0
Cross.list-simple-name-terminologycapabilities-json,1,1,0
Cross.list-simple-name-terminologycapabilities-xml,1,1,0
Cross.list-simple-name-testplans,1,0,0
Cross.list-simple-name-testplans-json,1,0,0
Cross.list-simple-name-testplans-xml,1,0,0
Cross.list-simple-name-testreports,1,0,0
Cross.list-simple-name-testreports-json,1,0,0
Cross.list-simple-name-testreports-xml,1,1,0
Cross.list-simple-name-testscripts,1,0,0
Cross.list-simple-name-testscripts-json,1,0,0
Cross.list-simple-name-testscripts-xml,1,1,0
Cross.list-simple-name-transports,1,0,0
Cross.list-simple-name-transports-json,1,0,0
Cross.list-simple-name-transports-xml,1,1,0
Cross.list-simple-name-valuesets,1,0,1992
Cross.list-simple-name-valuesets-json,1,1,2117
Cross.list-simple-name-valuesets-xml,1,2,2092
Cross.list-simple-name-verificationresults,1,0,0
Cross.list-simple-name-verificationresults-json,1,0,0
Cross.list-simple-name-verificationresults-xml,1,0,0
Cross.list-simple-name-visionprescriptions,1,1,0
Cross.list-simple-name-visionprescriptions-json,1,1,0
Cross.list-simple-name-visionprescriptions-xml,1,1,0
Cross.list-simple-namingsystems,1,0,0
Cross.list-simple-namingsystems-json,1,1,0
Cross.list-simple-namingsystems-xml,1,1,0
Cross.list-simple-nutritionintakes,1,0,0
Cross.list-simple-nutritionintakes-json,1,1,0
Cross.list-simple-nutritionintakes-xml,1,1,0
Cross.list-simple-nutritionorders,1,0,0
Cross.list-simple-nutritionorders-json,1,0,0
Cross.list-simple-nutritionorders-xml,1,1,0
Cross.list-simple-nutritionproducts,1,0,0
Cross.list-simple-nutritionproducts-json,1,0,0
Cross.list-simple-nutritionproducts-xml,1,0,0
Cross.list-simple-observationdefinitions,1,0,0
Cross.list-simple-observationdefinitions-json,1,0,0
Cross.list-simple-observationdefinitions-xml,1,0,0
Cross.list-simple-observations,1,0,0
Cross.list-simple-observations-json,1,1,0
Cross.list-simple-observations-xml,1,1,0
Cross.list-simple-operationdefinitions,1,0,0
Cross.list-simple-operationdefinitions-json,1,1,0
Cross.list-simple-operationdefinitions-xml,1,1,0
Cross.list-simple-operationoutcomes,1,0,0
Cross.list-simple-operationoutcomes-json,1,0,0
Cross.list-simple-operationoutcomes-xml,1,1,0
Cross.list-simple-organizationaffiliations,1,0,0
Cross.list-simple-organizationaffiliations-json,1,0,0
Cross.list-simple-organizationaffiliations-xml,1,0,0
Cross.list-simple-organizations,1,0,0
Cross.list-simple-organizations-json,1,0,0
Cross.list-simple-organizations-xml,1,1,0
Cross.list-simple-packagedproductdefinitions,1,0,0
Cross.list-simple-packagedproductdefinitions-json,1,0,0
Cross.list-simple-packagedproductdefinitions-xml,1,0,0
Cross.list-simple-parameters,1,0,0
Cross.list-simple-parameters-json,1,0,0
Cross.list-simple-parameters-xml,1,1,0
Cross.list-simple-patients,1,0,0
Cross.list-simple-patients-json,1,0,0
Cross.list-simple-patients-xml,1,1,0
Cross.list-simple-paymentnotices,1,0,0
Cross.list-simple-paymentnotices-json,1,0,0
Cross.list-simple-paymentnotices-xml,1,1,0
Cross.list-simple-paymentreconciliations,1,0,0
Cross.list-simple-paymentreconciliations-json,1,0,0
Cross.list-simple-paymentreconciliations-xml,1,0,0
Cross.list-simple-people,1,0,0
Cross.list-simple-people-json,1,0,0
Cross.list-simple-people-xml,1,0,0
Cross.list-simple-permissions,1,0,0
Cross.list-simple-permissions-json,1,0,0
Cross.list-simple-permissions-xml,1,1,0
Cross.list-simple-plandefinitions,1,0,0
Cross.list-simple-plandefinitions-json,1,1,0
Cross.list-simple-plandefinitions-xml,1,1,0
Cross.list-simple-practitionerroles,1,0,0
Cross.list-simple-practitionerroles-json,1,0,0
Cross.list-simple-practitionerroles-xml,1,1,0
Cross.list-simple-practitioners,1,0,0
Cross.list-simple-practitioners-json,1,0,0
Cross.list-simple-practitioners-xml,1,0,0
Cross.list-simple-procedures,1,0,0
Cross.list-simple-procedures-json,1,0,0
Cross.list-simple-procedures-xml,1,1,0
Cross.list-simple-provenances,1,0,0
Cross.list-simple-provenances-json,1,0,0
Cross.list-simple-provenances-xml,1,0,0
Cross.list-simple-questionnaireresponses,1,0,0
Cross.list-simple-questionnaireresponses-json,1,0,0
Cross.list-simple-questionnaireresponses-xml,1,1,0
Cross.list-simple-questionnaires,1,0,0
Cross.list-simple-questionnaires-json,1,0,0
Cross.list-simple-questionnaires-xml,1,1,0
Cross.list-simple-regulatedauthorizations,1,0,0
Cross.list-simple-regulatedauthorizations-json,1,0,0
Cross.list-simple-regulatedauthorizations-xml,1,0,0
Cross.list-simple-relatedpeople,1,0,0
Cross.list-simple-relatedpeople-json,1,0,0
Cross.list-simple-relatedpeople-xml,1,1,0
Cross.list-simple-requestorchestrations,1,0,0
Cross.list-simple-requestorchestrations-json,1,0,0
Cross.list-simple-requestorchestrations-xml,1,0,0
Cross.list-simple-requirements,1,0,0
Cross.list-simple-requirements-json,1,1,0
Cross.list-simple-requirements-xml,1,1,0
Cross.list-simple-researchstudies,1,0,0
Cross.list-simple-researchstudies-json,1,0,0
Cross.list-simple-researchstudies-xml,1,0,0
Cross.list-simple-researchsubjects,1,0,0
Cross.list-simple-researchsubjects-json,1,1,0
Cross.list-simple-researchsubjects-xml,1,1,0
Cross.list-simple-resources,1,0,0
Cross.list-simple-resources-json,1,1,0
Cross.list-simple-resources-xml,1,1,0
Cross.list-simple-riskassessments,1,0,0
Cross.list-simple-riskassessments-json,1,0,0
Cross.list-simple-riskassessments-xml,1,0,0
Cross.list-simple-schedules,1,0,0
Cross.list-simple-schedules-json,1,0,0
Cross.list-simple-schedules-xml,1,1,0
Cross.list-simple-searchparameters,1,0,0
Cross.list-simple-searchparameters-json,1,1,0
Cross.list-simple-searchparameters-xml,1,1,0
Cross.list-simple-servicerequests,1,0,0
Cross.list-simple-servicerequests-json,1,1,0
Cross.list-simple-servicerequests-xml,1,1,0
Cross.list-simple-slots,1,0,0
Cross.list-simple-slots-json,1,0,0
Cross.list-simple-slots-xml,1,1,0
Cross.list-simple-specimen,1,0,0
Cross.list-simple-specimen-json,1,0,0
Cross.list-simple-specimen-xml,1,0,0
Cross.list-simple-specimendefinitions,1,0,0
Cross.list-simple-specimendefinitions-json,1,1,0
Cross.list-simple-specimendefinitions-xml,1,1,0
Cross.list-simple-structuredefinitions,1,9,13492
Cross.list-simple-structuredefinitions-json,1,10,14237
Cross.list-simple-structuredefinitions-xml,1,11,14088
Cross.list-simple-structuremaps,1,0,0
Cross.list-simple-structuremaps-json,1,0,0
Cross.list-simple-structuremaps-xml,1,0,0
Cross.list-simple-subscriptions,1,0,0
Cross.list-simple-subscriptions-json,1,1,0
Cross.list-simple-subscriptions-xml,1,1,0
Cross.list-simple-subscriptionstatuses,1,0,0
Cross.list-simple-subscriptionstatuses-json,1,0,0
Cross.list-simple-subscriptionstatuses-xml,1,0,0
Cross.list-simple-subscriptiontopics,1,0,0
Cross.list-simple-subscriptiontopics-json,1,0,0
Cross.list-simple-subscriptiontopics-xml,1,1,0
Cross.list-simple-substancedefinitions,1,0,0
Cross.list-simple-substancedefinitions-json,1,1,0
Cross.list-simple-substancedefinitions-xml,1,1,0
Cross.list-simple-substancenucleicacids,1,0,0
Cross.list-simple-substancenucleicacids-json,1,0,0
Cross.list-simple-substancenucleicacids-xml,1,0,0
Cross.list-simple-substancepolymers,1,0,0
Cross.list-simple-substancepolymers-json,1,0,0
